Difference,Predicted,Test Data
-138,640,778
13,124,111
96,1196,1099
-80,919,1000
-2,1697,1700
36,746,710
-1246,3753,4999
-7,1092,1099
391,1081,689
-156,830,986
-38,1561,1599
-690,3909,4599
144,1144,1000
-6274,725,7000
4236,4835,599
-760,4239,4999
9152,9674,521
-2043,20856,22900
149,993,844
-116,637,753
-242,757,1000
-1525,1974,3500
176,1476,1300
-1840,759,2599
-91,789,880
-15,1184,1199
-42,1357,1400
304,1904,1599
-67,825,892
160,1260,1099
4,820,816
-113,745,859
-286,1113,1400
-705,2494,3199
-1480,3219,4700
166,1666,1500
-310,789,1099
349,891,542
-741,758,1500
-130,1069,1199
-58,941,1000
2701,4101,1400
182,1382,1199
248,1023,774
0,1100,1099
483,4683,4199
-86,659,745
162,1562,1400
254,1654,1400
232,2632,2399
-2701,1398,4100
-361,1038,1400
39,3639,3600
-749,550,1300
105,745,639
-123,1276,1400
-51,433,484
-24,807,832
-50,1249,1300
200,1700,1500
-1160,3039,4199
393,2893,2499
-19,759,778
-32,438,471
190,676,486
116,1079,962
-189,1410,1599
-85,791,877
-1459,2640,4100
84,1684,1599
-1053,2946,4000
13,635,622
-44,744,788
94,648,554
-51,605,656
286,1786,1500
-123,848,972
-273,826,1099
53,2253,2199
4,2104,2099
84,1484,1400
-39,2360,2399
872,4572,3700
-301,998,1300
49,676,626
-179,1520,1700
-394,528,922
137,2037,1899
-440,5159,5599
-1638,1561,3199
105,1105,1000
236,1436,1199
90,1490,1400
278,1269,990
146,988,842
-11018,2681,13699
-754,3745,4499
162,1562,1400
-291,1308,1599
36,902,866
-3331,1068,4400
38,1338,1300
-2151,8348,10500
443,1943,1500
106,1102,996
147,856,709
61,644,583
-28,777,806
-11,496,508
-224,1175,1400
-729,870,1599
73,813,740
-1118,1081,2199
44,969,924
-144,1655,1799
-557,2442,3000
-2774,11125,13899
-7,1192,1199
-6494,16005,22500
-125,7674,7799
255,1255,1000
-326,873,1199
-2,1697,1700
70,1370,1300
341,1541,1199
-66,1433,1500
-628,1671,2300
-57,1542,1599
-26,700,726
140,1086,946
-183,639,823
-455,1644,2099
-4283,5016,9300
266,1366,1099
-292,1207,1500
-195,1404,1599
131,738,606
-94,2205,2300
121,1044,922
-413,4586,4999
-260,3339,3600
61,797,736
279,1049,770
63,955,892
37,756,718
171,1871,1700
-1753,646,2399
-474,6625,7100
1554,2040,486
86,653,566
-13,765,778
-952,15847,16800
365,1665,1300
260,963,702
211,1411,1199
-37,644,681
-442,1157,1599
21,907,886
258,1858,1599
328,2128,1799
-1102,1897,3000
-4252,7247,11500
3842,5642,1799
-142,1057,1199
-291,3508,3799
-205,727,933
-544,2455,3000
-174,1425,1599
-8,1691,1700
-373,1326,1700
-630,2369,3000
-112,4187,4300
-169,930,1099
-162,1537,1700
-586,5913,6500
52,1052,1000
-544,655,1199
44,1544,1500
-42,5757,5800
-4,3495,3500
-225,3974,4199
-767,1332,2099
315,3115,2800
-66,861,927
2236,4436,2199
15,910,895
-14676,6323,21000
-195,3104,3300
-369,1130,1500
-725,3774,4499
88,860,771
-1382,2717,4100
-29,1170,1199
84,972,887
-9067,732,9799
-107,2192,2300
-453,2346,2800
-118,1381,1500
152,2052,1899
-983,6616,7600
-120,1479,1599
-2898,4401,7300
-126,810,936
103,4003,3899
11,1211,1199
970,1950,979
-71,1228,1300
-715,3984,4700
117,1717,1599
-166,694,861
121,3421,3300
-89,910,1000
132,1332,1199
-26,914,941
174,1374,1199
-236,1963,2199
-320,1079,1400
-546,370,916
-364,1635,2000
-68,694,762
-241,1358,1599
5,821,816
-86,4013,4100
933,1787,853
4,728,724
-128,525,653
259,1108,849
66,826,760
-66,683,750
11145,30245,19099
13,786,773
-158,719,878
-309,3090,3399
109,927,818
-222,1677,1899
-1733,1566,3300
-51,3848,3899
-25,1374,1400
-85,2114,2199
-136,1363,1500
244,1744,1500
-244,1355,1599
-7460,1039,8500
-223,876,1099
-1782,3617,5400
-319,2480,2800
496,1696,1199
289,965,676
2,550,548
25,883,857
-256,738,995
-123,1176,1300
-857,3442,4300
35,1035,1000
-129,1170,1300
-566,833,1400
366,1299,933
483,3783,3300
-104,594,699
579,3379,2800
16,881,865
-373,2126,2499
157,765,608
-16,775,791
1753,2677,923
317,1135,818
-191,1108,1300
-142,546,688
-145,1154,1300
-196,1103,1300
175,962,787
-690,1709,2399
-129,970,1099
-168,2831,3000
1613,8613,7000
-137,820,958
-419,1180,1599
-22,904,927
1600,7600,5999
321,1721,1400
-241,758,1000
308,1708,1400
-101,1298,1400
-406,2793,3199
297,1160,863
-378,1321,1700
488,1418,930
-51,1148,1199
358,1278,919
-143,856,1000
-285,1014,1300
19,849,829
-229,705,935
559,2459,1899
-197,1402,1599
929,4329,3399
-2585,2414,4999
-4762,11637,16400
1073,7073,5999
-44,758,802
415,1415,1000
542,1358,816
-108,991,1099
-42,726,768
1456,5056,3600
-50,1149,1199
129,2429,2300
-40,737,778
-17,773,790
92,971,878
421,2121,1700
-985,1714,2700
205,1205,1000
-97,574,672
-69,1530,1599
90,817,726
-90,666,757
79,1479,1400
424,2024,1599
296,1270,974
586,1372,785
89,1489,1400
-122,865,988
1146,21346,20199
-74,698,773
3571,18671,15100
73,1473,1400
-162,937,1099
79,756,676
-15,786,801
-3988,611,4599
65,867,801
-78,1621,1700
9,907,898
253,1453,1199
-27,927,955
-660,739,1400
-652,1647,2300
181,1281,1099
127,1827,1700
-10,938,949
86,1586,1500
-239,1460,1700
242,1442,1199
13,832,819
31,667,635
81,2481,2399
-678,821,1500
-126,2373,2499
180,1180,1000
279,1879,1599
-47,952,1000
4,1604,1599
157,850,692
22,507,484
1134,1788,653
-85,1214,1300
-30,756,787
358,5558,5199
-19,3580,3600
-510,889,1400
-12,734,747
-196,1003,1199
-188,1811,2000
-39,741,781
-13,929,943
9,1209,1199
2236,3736,1500
74,1074,1000
576,5876,5300
53,1035,981
-61,1238,1300
-558,741,1300
-42,586,629
-30,1069,1099
-171,643,814
-20,843,863
-1110,4789,5900
4952,7352,2399
87,934,846
1715,2203,487
106,642,536
-56,391,448
0,923,922
459,2159,1700
896,1714,818
556,2756,2199
58,1958,1899
615,1152,536
-19,1080,1099
212,984,771
176,1776,1599
690,1487,796
5959,18959,13000
271,858,587
173,1153,979
-28,332,360
73,726,652
-925,1374,2300
25,592,566
222,1005,783
60,1460,1400
-83,1216,1300
-40,804,844
-218,981,1199
-255,1844,2099
-259,5140,5400
-172,1127,1300
502,1243,740
37,883,846
-17,831,849
5049,11249,6200
1101,1816,715
-931,768,1700
-203,567,770
-76,923,1000
-1298,5901,7200
-630,1569,2199
-25,1174,1199
269,2569,2300
-303,796,1099
-25,1474,1500
-156,633,789
1205,2133,927
383,1087,703
1641,2941,1300
284,1384,1099
-69,921,990
3373,10373,7000
94,1494,1400
-309,1490,1799
-541,1758,2300
322,2322,2000
111,814,702
125,879,753
-1138,3761,4900
-2678,5121,7799
81,1181,1099
-192,1307,1500
642,3742,3099
-99,574,674
-23,506,530
41,478,437
0,788,788
98,873,774
-118,479,598
71,737,665
169,1002,832
-81,626,707
-81,430,512
1078,1494,416
-61,1138,1199
406,2806,2399
222,1322,1099
227,1727,1500
-182,1817,2000
-1198,501,1700
259,1959,1700
-1,747,749
74,829,755
203,1503,1300
-9,830,839
111,592,481
-545,2854,3399
261,888,626
213,4713,4499
840,2140,1300
-167,1032,1199
101,830,729
458,1291,832
-61,680,741
-1063,2336,3399
-50,515,566
-113,1186,1300
666,1468,801
9,764,755
37,949,911
-458,2141,2599
-254,1445,1700
-1788,4511,6300
605,2205,1599
2,903,900
131,1095,964
-224,19175,19400
331,1331,1000
-45,1354,1400
-181,710,892
14,2314,2300
-532,867,1400
6,606,599
49,748,699
102,1602,1500
1974,2953,978
-116,1183,1300
-3359,11140,14500
53,1153,1099
-107,651,758
16,827,810
-477,2722,3199
-4637,8162,12800
-7,813,820
74,1074,1000
-107,1292,1400
-114,586,700
-877,3222,4100
185,1585,1400
80,558,477
-533,1766,2300
-138,1661,1799
17,1017,1000
182,889,707
18,641,623
132,944,812
4,1204,1199
-244,2755,3000
284,1257,973
-335,1364,1700
-370,729,1099
139,1439,1300
138,1938,1799
-467,1032,1500
756,4356,3600
132,1932,1799
-45,1354,1400
-1849,3950,5800
-97,902,1000
-191,734,925
-38,1761,1799
-33,556,590
-2461,3638,6100
95,915,820
231,1100,868
-35,841,877
-80,758,839
-1207,3192,4400
83,2783,2700
1094,4594,3500
4955,5955,1000
5,1305,1300
223,897,674
-3202,697,3899
-718,1181,1899
-505,4094,4599
271,1371,1099
515,1715,1199
25,522,496
16,898,882
53,1012,959
669,8269,7600
148,4548,4400
-95,1304,1400
1769,2488,718
620,1210,590
387,1487,1099
-177,822,1000
-33,819,852
11,2011,2000
111,736,625
-25,837,863
-6454,445,6899
1135,2335,1199
1838,3038,1199
-84,1315,1400
38,714,676
188,1488,1300
-93,1006,1099
-92,1807,1899
296,1496,1199
434,2934,2499
73,1055,981
-7,922,930
-1802,797,2599
-1,1498,1500
7,2407,2399
-148,804,952
36,921,885
7,502,495
112,1312,1199
-140,731,871
-109,870,979
148,1448,1300
-633,4266,4900
-105,994,1099
118,868,750
1755,3055,1300
22,1422,1400
-409,1290,1700
-397,5802,6200
-66,471,538
280,2080,1799
476,2476,2000
-264,2035,2300
-41,1158,1199
31,443,411
112,1112,1000
-151,1648,1799
19,861,842
107,744,636
-99,635,734
-167,562,730
-93,873,967
-6752,647,7400
-19,1980,2000
-657,1342,2000
497,3197,2700
-50,1049,1099
-57,910,967
4070,4750,679
158,1458,1300
-103,610,714
-147,1152,1300
-81,1118,1199
630,2830,2199
-280,1219,1500
46,951,905
-977,2022,3000
-136,1263,1400
-249,2850,3099
-292,807,1099
-72,771,844
29,590,561
-191,615,806
-18,1181,1199
814,1463,648
56,1556,1500
135,866,730
-4,723,728
483,1403,919
-266,1133,1400
64,855,790
1352,2071,718
-2378,7321,9699
68,1368,1300
-99,1100,1199
-37,749,787
-193,2706,2900
558,2858,2300
267,2267,2000
165,889,724
-56,1043,1099
-142,591,734
-2056,5443,7500
563,6363,5800
134,1334,1199
-718,2381,3099
1403,5503,4100
190,1390,1199
-991,2408,3399
116,1416,1300
-1811,788,2599
153,2053,1899
55,1655,1599
6318,13818,7500
-8,908,916
53,2653,2599
146,1646,1500
-635,1964,2599
425,1625,1199
-44,1155,1199
-527,1772,2300
118,1118,1000
25,1025,1000
-49,2650,2700
-304,2295,2599
2860,4260,1400
-733,2466,3199
-294,4705,4999
286,5986,5700
-137,3662,3799
-226,4973,5199
-15154,1345,16500
-565,1734,2300
172,1572,1400
115,1615,1500
-231,1668,1899
-385,1114,1500
-1386,5113,6500
140,1240,1099
195,1595,1400
-96,1003,1099
83,1025,942
513,3013,2499
-1415,3284,4700
-533,3366,3899
-1425,4374,5800
-1555,2544,4100
-932,2667,3600
-5,701,707
-160,939,1099
17,1317,1300
-8,328,336
176,984,807
-1241,5458,6700
59,1259,1199
-356,1643,2000
-88,1111,1199
180,1780,1599
-104,591,695
-82,1017,1099
213,1213,1000
160,3660,3500
172,4672,4499
-78,2421,2499
-36,1563,1599
-265,2534,2800
-58,695,753
-220,979,1199
11,1311,1300
-380,3419,3799
-3250,5849,9099
-43,749,792
78,870,791
1679,2879,1199
-102,3297,3399
196,1004,807
-1311,13788,15100
-398,701,1099
-104,1295,1400
5,927,921
-27,935,962
-821,3078,3899
-118,822,941
-222,2577,2800
221,1921,1700
166,964,798
-379,2620,3000
-28,913,942
171,2571,2399
-224,975,1199
-1413,4886,6300
-41,1558,1599
-112,2187,2300
8,629,620
232,1134,901
-957,542,1500
-67,923,990
-194,905,1099
-88,305,394
-216,4283,4499
-555,10244,10799
427,1427,1000
-317,682,1000
-1169,1030,2199
-258,2441,2700
1312,2412,1099
-1333,2766,4100
892,4592,3700
-23,1576,1599
214,874,660
2,896,894
-161,677,839
-632,1867,2499
-891,1508,2399
-78,890,968
41,519,477
70,832,762
-21,913,935
201,1601,1400
-80,451,532
-128,839,967
83,783,700
-10,1089,1099
-1049,2550,3600
979,2079,1099
51,1451,1400
-4,925,930
548,1197,648
-131,703,834
9,4109,4100
-227,1972,2199
-107,578,685
267,2167,1899
-3347,1352,4700
-163,1036,1199
-1111,688,1799
-212,4687,4900
-1358,3941,5300
667,1199,532
-200,1099,1300
-135,864,1000
118,1518,1400
-98,651,750
-126,844,970
-289,1010,1300
-899,3100,4000
370,1570,1199
-100,1599,1700
-80,1419,1500
-2,575,578
128,1111,982
295,1012,717
-1790,2909,4700
-10783,1116,11900
6901,8101,1199
5,500,495
62,1062,1000
-386,1513,1899
-370,1329,1700
-920,679,1599
87,1287,1199
-470,1929,2399
173,1117,943
-144,686,830
-176,1223,1400
-113,1786,1899
-70,703,774
-2976,2323,5300
146,832,685
-505,1194,1700
258,3658,3399
3258,4958,1700
63,586,522
-4942,3857,8800
3,1503,1500
3550,25050,21499
27,1327,1300
571,13571,13000
-374,925,1300
413,1302,889
1275,2082,806
100,1200,1099
128,1628,1500
429,2929,2499
16,519,502
152,1126,974
49,890,841
-467,732,1199
-117,1082,1199
-217,982,1199
-3710,2089,5800
-66,1133,1199
-99,880,979
-86,913,1000
-602,897,1500
-392,499,892
-275,1824,2099
0,1399,1400
150,1147,997
-149,1150,1300
213,967,753
-1938,4761,6700
1541,3741,2199
-19,730,750
-222,1377,1599
52,903,851
-2484,1915,4400
-2747,3752,6500
-954,1845,2800
-553,1746,2300
-118,881,1000
-135,687,823
231,4831,4599
146,1246,1099
-368,1831,2199
-167,1432,1599
2433,4233,1799
75,1275,1199
161,2661,2499
1060,3060,2000
635,3535,2900
-165,622,788
-1479,1520,3000
-395,2004,2399
-161,838,1000
39,1139,1099
-114,985,1099
130,783,652
-118,805,923
244,1444,1199
252,1852,1599
-90,773,863
22,3122,3099
5375,6575,1199
-118,981,1099
7536,10736,3199
67,1067,1000
-306,1893,2199
147,1247,1099
156,772,616
-930,1069,2000
65,988,922
-101,886,988
122,958,835
-940,559,1500
-14,1685,1700
0,978,978
30,1930,1899
13,736,723
-65,1334,1400
-239,1060,1300
-156,1043,1199
-45,1054,1099
9826,27626,17799
-55,2544,2599
-22,845,868
-10,832,843
249,974,724
-148,951,1099
-192,907,1099
-60,537,598
-217,1082,1300
-481,1218,1700
-1163,5836,7000
-54,632,687
557,1157,599
72,935,863
95,1295,1199
-2695,5204,7899
-29,1570,1599
-239,1660,1899
-111,1088,1199
24,145,121
264,1013,749
-1205,894,2099
637,2137,1500
1504,6904,5400
-3106,793,3899
184,1584,1400
-137,1562,1700
500,2500,2000
-499,1500,2000
-758,641,1400
41,742,700
0,473,474
-619,1880,2499
485,1181,695
74,882,807
-2103,796,2900
-151,716,868
-30,607,637
-127,650,778
-90,531,622
-18,463,482
-127,1772,1899
-399,2800,3199
-90,1609,1700
-89,2110,2199
331,1531,1199
-24,1075,1099
1153,2153,1000
219,1086,867
-24,355,379
119,972,852
1561,2407,846
670,4470,3799
-86,1013,1099
-177,3322,3500
-165,1234,1400
115,1215,1099
111,826,715
-440,3359,3799
305,1805,1500
210,3110,2900
-250,1649,1899
-345,2754,3099
-1035,1564,2599
296,1296,1000
196,1396,1199
-53,1346,1400
84,976,892
240,971,730
15,1615,1599
-125,3174,3300
-677,822,1500
1959,3959,2000
148,1248,1099
-127,1072,1199
-78,921,1000
9,798,788
-33,1066,1099
-494,2505,3000
-27,1372,1400
217,2017,1799
-61,1538,1599
-333,2966,3300
-74,1525,1599
627,3327,2700
-83,723,806
399,1041,641
-362,1137,1500
-90,891,981
2190,3290,1099
636,1631,995
-53,939,992
-90,763,853
-194,905,1099
-49,821,871
32,760,728
265,1465,1199
-1287,2712,4000
4456,16456,12000
685,1658,973
-157,1242,1400
856,1791,935
56,844,788
2465,4065,1599
683,3183,2499
337,2737,2399
2437,4837,2399
56,1056,1000
912,8212,7300
9,1109,1099
-235,1764,2000
-130,1069,1199
-155,799,955
-116,1183,1300
-265,2134,2399
147,1247,1099
68072,68999,927
8,897,889
-253,674,927
-325,1274,1599
90,1065,975
319,1819,1500
1815,5215,3399
223,1223,1000
5,1905,1899
-68,1331,1400
33,1133,1099
-25,1774,1799
-126,727,853
-122,4377,4499
140,1240,1099
21,856,834
-968,1231,2199
140,422,281
81,987,906
-1833,4066,5900
-956,843,1799
-129,2270,2399
253,916,663
485,2085,1599
-2569,9030,11599
-1101,2398,3500
271,2271,2000
32,903,871
141,1063,921
-8,2791,2800
403,1137,734
-36,475,512
0,1800,1799
6555,26455,19899
48,1248,1199
1050,1738,687
-46,1553,1599
-214,785,1000
-103,733,837
-160,1139,1300
-9040,1359,10400
149,970,820
-150,2249,2399
-253,1146,1400
-294,2405,2700
-135,1264,1400
-121,595,717
121,2121,2000
-214,2185,2399
155,873,717
128,2128,2000
-537,1662,2199
92,857,765
-131,795,927
18,1018,1000
-91,2108,2199
-179,1620,1799
-130,825,955
-968,4031,4999
-29,5870,5900
219,1219,1000
530,1830,1300
-203,1996,2199
-53,696,750
141,939,798
216,1616,1400
-608,691,1300
141,1241,1099
-133,866,1000
-119,730,850
-370,829,1199
96,1007,911
30,1030,1000
39,1005,966
-111,764,875
33,1133,1099
-102,683,785
207,3107,2900
-272,1827,2099
240,2040,1799
-96,1903,2000
-1060,2439,3500
-144,1055,1199
219,1027,807
77,1077,1000
-76,923,1000
-25,531,557
9,1009,1000
1223,2423,1199
-3145,2754,5900
143,971,828
6,872,866
-641,300,942
4248,5200,952
-891,1508,2399
207,1060,852
1240,4440,3199
-216,1383,1599
635,12035,11400
-1,1498,1500
-79,3320,3399
-118,1181,1300
-162,1137,1300
11,701,689
-358,3641,4000
-25,868,894
-1933,1366,3300
2441,8641,6200
-1303,2396,3700
-21,1178,1199
-20,799,820
5846,24446,18599
89,2189,2099
84,942,857
-47,1152,1199
-486,1613,2099
223,1323,1099
2066,3028,962
-239,2560,2800
-412,987,1400
-165,1234,1400
-900,599,1500
-2928,1471,4400
-26,1173,1199
-599,2900,3500
-720,3379,4100
-2105,2494,4599
-150,1649,1799
1255,4855,3600
218,1318,1099
-45,954,1000
390,1329,939
-437,12862,13300
-277,1022,1300
-233,1366,1599
-1038,2361,3399
-50,1249,1300
11,4211,4199
3,833,829
-443,1256,1700
-38,1161,1199
-79,1020,1099
52,1652,1599
-11,3988,4000
-29,132,161
-2019,8280,10299
278,2078,1799
-53,1046,1099
-206,1593,1799
-355,1244,1599
-8,991,1000
12,1512,1500
-425,1174,1599
-2551,6648,9199
-371,1528,1899
119,1719,1599
43,989,946
-608,1591,2199
1526,7426,5900
128,4828,4700
-3687,1812,5499
-262,1337,1599
-76,1123,1199
41,1241,1199
5880,9180,3300
-212,2987,3199
-152,588,740
-65,838,903
38,1938,1899
-9,1690,1700
-33,1366,1400
-8839,1160,10000
-179,1220,1400
302,1702,1400
703,3603,2900
-119,1880,2000
-182,776,959
56,1356,1300
-12,1187,1199
-92,2307,2399
48,2548,2499
-181,3318,3500
-225,974,1199
-153,708,862
65,1365,1300
28,2728,2700
-1457,6342,7799
408,814,406
-12,657,670
-1454,11045,12499
10,1006,996
16,760,743
-175,824,1000
-45,1054,1099
-25,1174,1199
-87,711,798
1007,6207,5199
137,1337,1199
290,1158,868
-42,1057,1099
-490,2309,2800
-228,1271,1500
-155,599,755
359,881,521
-294,1405,1700
581,5281,4700
-70,1229,1300
-607,1992,2599
745,2445,1700
19,190,170
148,949,800
-512,1687,2199
-429,870,1300
-573,626,1199
52,643,591
765,1965,1199
-56,943,1000
-505,1994,2499
214,1214,1000
-36,758,795
82,1182,1099
8,435,427
189,2189,2000
-408,1991,2399
136,1236,1099
-38,897,935
379,1279,899
-68,845,913
247,806,558
1143,13843,12700
-562,1137,1700
52,921,868
-71,586,658
-227,772,1000
-6015,584,6600
1189,2170,981
-460,739,1199
524,4424,3899
-106,993,1099
-3604,1295,4900
-108,582,691
-530,1269,1799
-132,727,860
8,501,493
-6071,1128,7200
554,1547,992
-102,2297,2399
-680,2719,3399
-133,1166,1300
-1453,846,2300
-105,1394,1500
-66,1233,1300
-195,1304,1500
200,1025,824
-707,3892,4599
107,854,747
-2162,4237,6399
-106,893,1000
65,808,743
273,1573,1300
292,1992,1700
90,1055,965
0,493,493
-22,963,985
-94,1205,1300
-300,699,1000
-146,3253,3399
-88,682,770
-55,2244,2300
-3895,5204,9099
-384,1415,1799
-139,659,798
-6,1093,1099
-52,2447,2499
-187,663,851
-817,2682,3500
-207,1792,2000
1080,1539,458
-206,786,992
4065,5165,1099
-944,3055,4000
178,1778,1599
-4,861,866
804,1655,851
666,2366,1700
1017,2917,1899
-1117,682,1799
-415,5084,5499
-17,944,962
-263,2236,2499
4435,14635,10200
-62,2737,2800
88,985,897
168,966,798
705,1520,814
-42,816,859
103,993,890
1048,2448,1400
84,1284,1199
300,3300,3000
6439,13639,7200
60,727,667
-247,1452,1700
-56,821,878
259,885,625
-30,1169,1199
311,1811,1500
765,3565,2800
790,1714,923
23,1123,1099
629,2729,2099
42,1142,1099
228,1828,1599
488,4688,4199
966,6466,5499
140,1240,1099
-142,1157,1300
104,1604,1500
257,1757,1500
-251,1948,2199
122,1088,966
477,1237,760
-188,1311,1500
265,2365,2099
352,2152,1799
102,1202,1099
397,1997,1599
-606,3193,3799
-93,640,734
-172,781,954
-777,3922,4700
15,1415,1400
-112,3387,3500
228,1228,1000
1153,3553,2399
5,1305,1300
-50,810,861
-242,757,1000
97,723,625
-330,4269,4599
-1085,3414,4499
197,999,801
125,776,651
-355,1244,1599
963,8763,7799
371,1287,916
-19,2480,2499
-330,1269,1599
-217,2782,3000
15,995,979
-365,2034,2399
2523,3823,1300
216,980,763
235,1435,1199
466,2166,1700
80,1380,1300
103,1503,1400
-214,1585,1799
-339,2460,2800
-63,697,760
-353,1646,2000
-25,1074,1099
105,821,715
-1,812,813
-285,1214,1500
-22,612,634
-29,641,671
-77,1922,2000
-1,1898,1899
359,1759,1400
26,1326,1300
274,1005,730
1325,2072,747
363,4063,3700
118,607,489
339,1739,1400
-47,717,765
-10,2189,2199
167,1367,1199
3465,4202,736
-304,1195,1500
-431,2268,2700
3951,12951,8999
28,1628,1599
-88,786,874
2359,3359,1000
86,933,846
50,1250,1199
14,514,499
-976,423,1400
-395,704,1099
-104,730,834
1226,3326,2099
267,5467,5199
-1020,2879,3899
-448,851,1300
111,1111,1000
-24,1075,1099
-161,938,1099
-53,1246,1300
78,1278,1199
68,931,863
178,1278,1099
-13,971,984
-151,785,936
22,907,885
-2561,13638,16199
19,3519,3500
-8372,1127,9499
-120,879,1000
29,1829,1799
-67,2032,2099
-501,475,977
666,2866,2199
-264,1135,1400
-62,709,771
130,3230,3099
-90,847,938
-43,647,691
-93,1106,1199
45,489,443
-26,1173,1199
-197,1602,1799
475,1575,1099
377,1777,1400
77,956,878
-14,734,749
117,1417,1300
76,1276,1199
-275,4024,4300
-100,1099,1199
-718,781,1500
25,1225,1199
-315,3284,3600
-59,632,692
378,773,394
80,1480,1400
246,4046,3799
252,1079,826
-72,1427,1500
-234,1365,1599
-25,642,668
-320,640,960
-19,967,986
-52,912,965
-415,1484,1899
-176,1023,1199
148,7348,7200
44,1144,1099
83,878,795
9,5209,5199
-111,1088,1199
-27,3872,3899
-915,1084,2000
-211,1088,1300
897,3497,2599
-251,948,1199
-436,2663,3099
23,1023,1000
144,1047,902
113,1513,1400
296,1065,768
-43,1256,1300
-241,958,1199
-101,488,590
-211,758,969
-93,906,1000
-4195,10904,15100
116,761,644
530,12930,12399
67,2167,2099
-2967,3032,5999
20,865,844
-9,5390,5400
-74,2125,2199
38,792,753
-65,1434,1500
-86,655,741
-872,627,1500
-905,5494,6399
55,3455,3399
-117,698,816
-1807,992,2800
-170,691,862
496,1017,521
123,1523,1400
-453,1646,2099
199,931,731
33,1133,1099
429,1629,1199
883,4983,4100
1321,5721,4400
-51,1548,1599
-21,559,580
216,2016,1799
-16,722,738
-185,1114,1300
-67,550,618
749,1535,785
-1246,4053,5300
-808,3291,4100
118,1418,1300
-1044,1255,2300
-852,14847,15700
-14,772,787
891,2391,1500
43,539,496
13,1113,1099
269,1012,743
-419,4480,4900
-75,1124,1199
-7339,2160,9499
-11112,587,11699
23,725,701
18,412,394
209,935,726
-140,594,734
-269,2830,3099
-166,546,713
-55,1144,1199
-489,1010,1500
272,2472,2199
-31,1368,1400
-278,2121,2399
66,1366,1300
-273,1726,2000
-976,2223,3199
100,816,715
-209,1190,1400
-8,481,490
-62,1337,1400
175,936,760
-109,890,1000
121,996,874
842,1636,794
-1890,1509,3399
-67,765,832
-223,470,693
-96,846,943
-10,865,875
-62,1937,2000
1130,1738,608
-869,7630,8500
-168,710,878
-160,728,889
2637,3389,751
499,5999,5499
-37,806,844
-1631,4668,6300
-147,1252,1400
-2728,971,3700
-1710,6189,7899
42,869,826
-1758,4841,6600
-381,1118,1500
-165,3634,3799
49,706,656
385,1785,1400
-469,2730,3199
-131,1368,1500
86,1037,950
-217,1782,2000
-1344,1655,3000
-459,5940,6399
-28,752,781
359,1145,785
-115,1584,1700
126,501,375
5,821,816
52,1152,1099
6,823,817
792,2392,1599
-1137,1062,2199
92,1016,923
-200,1899,2099
-122,1077,1199
-484,3715,4199
154,1029,874
-294,1305,1599
-4,754,758
282,1184,901
-45,1154,1199
-273,630,903
195,5595,5400
-37,1862,1899
382,1382,1000
2015,3015,1000
-1764,1435,3199
-35,776,812
-88,2311,2399
185,1885,1700
-14,623,637
-16777,1422,18200
-440,1359,1799
672,3572,2900
-52,940,992
-47,1052,1099
8,458,449
203,941,737
11,1711,1700
39,1139,1099
24,806,782
-19,365,384
-148,951,1099
-557,2242,2800
-41,950,991
-61,431,493
85,1585,1500
-2629,4470,7100
-420,1879,2300
-31,2568,2599
-175,1624,1799
-387,2312,2700
-86,1313,1400
-22,977,1000
218,1028,810
-6444,1055,7500
130,2030,1899
-54,1445,1500
81,853,771
9,3509,3500
147,1042,895
47,1447,1400
872,5572,4700
-151,1648,1799
207,2207,2000
136,3436,3300
127,1227,1099
-38,1161,1199
-31,3968,4000
-140,2959,3099
-433,3466,3899
-425,2174,2599
158,1458,1300
44,908,863
-144,2855,3000
-189,1810,2000
167,1267,1099
563,3563,3000
-130,2669,2800
-257,1542,1799
-95,1104,1199
-241,958,1199
3048,11548,8500
-3,1596,1599
-324,1875,2199
-83,885,968
-57,1142,1199
99,1199,1099
-8865,9034,17900
-141,4358,4499
-461,1138,1599
-884,2215,3099
2431,3531,1099
56,2256,2199
-155,1844,2000
26,1526,1500
-217,1082,1300
160,1460,1300
-506,893,1400
-117,1582,1700
-24,959,983
-672,2727,3399
-1640,1459,3099
-93,1006,1099
-424,975,1400
12,2412,2399
10,265,254
22,1222,1199
65,1365,1300
-495,1104,1599
820,3020,2199
286,805,518
33,1133,1099
-141,537,679
-47,1352,1400
-153,1446,1599
331,4931,4599
-49,807,856
-26,1073,1099
-955,5844,6799
50,819,768
73,2373,2300
32,957,924
80,889,808
-250,1049,1300
-110,989,1099
-534,1565,2099
-498,11701,12200
-69,337,406
386,2086,1700
-597,4702,5300
35,809,774
-456,743,1199
130,1130,1000
-7196,1203,8399
143,1062,919
-209,890,1099
-160,670,830
-78,624,702
107,1907,1799
-8857,2142,11000
-56,1443,1500
79,585,506
3,935,932
-31,795,826
-155,825,981
1136,2017,880
-24,1375,1400
-1359,8340,9699
1759,9359,7600
256,1456,1199
1767,2596,828
-2863,5136,8000
-60,1739,1799
-1051,1848,2900
-291,670,962
223,3223,3000
126,573,447
-185,1114,1300
-252,2347,2599
-188,1511,1700
-29,511,540
-730,2669,3399
-2,2397,2399
-5,480,486
-25,857,883
156,1058,901
60,2360,2300
687,3887,3199
313,2013,1700
-2275,5324,7600
-871,2028,2900
